Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
500,Mahindra,E Verito,D6,72,,,FWD (Front Wheel Drive),,,,,Electric,1540,4247,1740,Sedan,4,11,,,,,,,Ventilated Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,Remote,41PS@3500RPM,91Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2630 mm,185/70R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,510,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,Yes,,,,Yes,All Rows,1700 kg,,Yes,,,,,,,,,,Yes,Yes,,,Yes,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,200 ampere-hour,110 km/full charge
501,Tata,Hexa,Xm Plus 4X2,2179,4,4,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,
502,Tata,Hexa,Xt 4X4,2179,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,,Remote,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Manual,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
503,Tata,Hexa,Xta 4X2,2179,4,4,AWD (All Wheel Drive),In-line,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Automatic,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
504,Tata,Hexa,Xt 4X2,2179,4,4,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,"Yes, with memory",Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Manual,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
505,Tata,Hexa,Xe 4X2,2179,4,4,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.75,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,17.2:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,,,,,,
506,Tata,Hexa,Xm 4X2,2179,4,4,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,
507,Tata,Hexa,Xma 4X2,2179,4,4,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6 km/litre,,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2850 mm,235/70 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,128,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.2:1,"Reach, Rake",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,Yes,,,,,,,,,
508,Toyota,Innova Crysta,2.4 Gx 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4 km/litre,,1805 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Reach, Rake",,,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
509,Toyota,Innova Crysta,2.4 Vx 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15 km/litre,,1815 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,,,,,,,,,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,
510,Toyota,Innova Crysta,2.4 Gx 8 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4 km/litre,,1825 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,2480 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Reach, Rake",,,,Yes,,,,,,,,Yes,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
511,Toyota,Innova Crysta,2.4 Vx 8 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4 km/litre,,1820 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,215/55R17,215/55R17,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750 mm,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Manual, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4,,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2460 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,
512,Toyota,Innova Crysta,2.4 Zx 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.1 km/litre,,1870 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,215/55R17,215/55R17,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
513,Toyota,Innova Crysta,2.7 Gx At 8 Str,2694,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.83 km/litre,,1825 kg,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,Yes,8,Fabric,Automatic,2750 mm,205/65R16,,Yes,CD Player with USB & Aux-in,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Air Conditioning with cooling only,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,,All Rows,2480 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
514,Toyota,Innova Crysta,2.7 Gx At 7 Str,2694,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.83 km/litre,,1825 kg,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,166PS@3400rpm,245Nm@1200-3400RPM,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2750 mm,205/65R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2480 kg,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7,,"Rake, Reach",,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
515,Toyota,Innova Crysta,2.7 Zx At 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.75 km/litre,,1870 kg,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,215/55R17,215/55R17,Electric Power,All Windows,,Smart Key,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2750 mm,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
516,Toyota,Innova Crysta,2.7 Vx 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25 km/litre,,1815 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,,,,,,,,,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,
517,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,2755,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25 km/litre,,1825 kg,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,,2480 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7,,"Rake, Reach",,,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,
518,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,2755,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25 km/litre,,1825 kg,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Air Conditioning with cooling only,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,,All Rows,2480 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,,,Yes,,,,,,,,Yes,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
519,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2393,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15 km/litre,,1828 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,,,,,,,,,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,
